InvoiceNo;StockCode;Description;Quantity;Date;UnitPrice;CustomerID;Country
574950;85114B;IVORY ENCHANTED FOREST PLACEMAT;4;20111108;3.29;;United Kingdom
562933;20998;ROSE DU SUD OVEN GLOVE;2;20110810;1.63;;United Kingdom
541215;20728;LUNCH BAG CARS BLUE;10;20110114;1.65;14329;United Kingdom
574076;21640;ASSORTED TUTTI FRUTTI  FOB NOTEBOOK;1;20111102;1.63;;United Kingdom
553054;84952B;BLACK LOVE BIRD T-LIGHT HOLDER;2;20110513;3.75;17886;United Kingdom
579102;22567;20 DOLLY PEGS RETROSPOT;12;20111128;1.45;14911;EIRE
549242;21071;VINTAGE BILLBOARD DRINK ME MUG;12;20110407;1.25;14911;EIRE
540418;21623;VINTAGE UNION JACK MEMOBOARD;1;20110107;20.38;;United Kingdom
577742;21401;BLUE PUDDING SPOON;9;20111121;0.12;13755;United Kingdom
544335;22624;IVORY KITCHEN SCALES;3;20110217;8.5;14702;United Kingdom
557954;48129;DOORMAT TOPIARY;2;20110623;7.95;15023;United Kingdom
540977;21934;SKULL SHOULDER BAG;11;20110112;1.66;;United Kingdom
575930;84946;ANTIQUE SILVER T-LIGHT GLASS;15;20111111;2.46;;United Kingdom
548987;22720;SET OF 3 CAKE TINS PANTRY DESIGN ;1;20110405;4.95;14535;United Kingdom
549189;22352;LUNCH BOX WITH CUTLERY RETROSPOT ;6;20110407;2.55;15235;United Kingdom
C567717;23111;PARISIENNE SEWING BOX;-1;20110922;12.5;15601;United Kingdom
543309;20967;GREY FLORAL FELTCRAFT SHOULDER BAG;1;20110207;3.75;18118;United Kingdom
579196;84969;BOX OF 6 ASSORTED COLOUR TEASPOONS;1;20111128;8.29;14096;United Kingdom
573020;84380;SET OF 3 BUTTERFLY COOKIE CUTTERS;12;20111027;1.45;14842;United Kingdom
578347;23694;PAISLEY PARK CARD;1;20111124;0.83;;United Kingdom
581134;84707B;PINK JEWELLED MIRROR TRINKET TRAY;1;20111207;1.95;16368;United Kingdom
536865;21874;GIN AND TONIC MUG;1;20101203;3.36;;United Kingdom
554989;22429;ENAMEL MEASURING JUG CREAM;1;20110529;4.25;15897;United Kingdom
576083;23231;WRAP  VINTAGE DOILY ;25;20111114;0.42;17404;Sweden
564739;84559A;3D SHEET OF DOG STICKERS;1;20110828;0.85;16931;United Kingdom
580162;22554;PLASTERS IN TIN WOODLAND ANIMALS;2;20111202;1.65;12856;United Kingdom
539250;22108;PING! MICROWAVE PLATE;8;20101216;1.25;15157;United Kingdom
536974;20749;ASSORTED COLOUR MINI CASES;2;20101203;7.95;12682;France
552232;22489;PACK OF 12 TRADITIONAL CRAYONS;2;20110506;0.83;;United Kingdom
577062;22423;REGENCY CAKESTAND 3 TIER;1;20111117;12.75;18221;United Kingdom
558475;22417;PACK OF 60 SPACEBOY CAKE CASES;3;20110629;1.25;;United Kingdom
559920;22698;PINK REGENCY TEACUP AND SAUCER;24;20110713;2.55;12415;Australia
561711;21914;BLUE HARMONICA IN BOX ;24;20110729;1.25;13414;United Kingdom
578943;22196;SMALL HEART MEASURING SPOONS;4;20111127;0.85;15009;United Kingdom
565150;22697;GREEN REGENCY TEACUP AND SAUCER;6;20110901;2.55;14298;United Kingdom
579512;23108;SET OF 10 LED DOLLY LIGHTS;2;20111129;12.46;;United Kingdom
541421;84596J;MIXED NUTS LIGHT GREEN BOWL;1;20110117;0.83;;United Kingdom
580305;85048;15CM CHRISTMAS GLASS BALL 20 LIGHTS;1;20111202;7.95;12970;United Kingdom
556080;22110;BIRD HOUSE HOT WATER BOTTLE;1;20110608;7.46;;United Kingdom
573744;21791;VINTAGE HEADS AND TAILS CARD GAME ;12;20111101;1.25;17733;United Kingdom
571850;21034;REX CASH+CARRY JUMBO SHOPPER;6;20111019;0.95;14698;United Kingdom
564139;22555;PLASTERS IN TIN STRONGMAN;2;20110823;1.65;16904;United Kingdom
567094;22620;4 TRADITIONAL SPINNING TOPS;4;20110916;1.45;16924;United Kingdom
564719;21136;PAINTED METAL PEARS ASSORTED;4;20110828;1.69;15325;United Kingdom
553909;22498;WOODEN REGATTA BUNTING;3;20110519;5.95;12951;United Kingdom
569910;22197;POPCORN HOLDER;36;20111006;0.85;17139;United Kingdom
537391;22086;PAPER CHAIN KIT 50'S CHRISTMAS ;8;20101206;2.95;16550;United Kingdom
577837;22910;PAPER CHAIN KIT VINTAGE CHRISTMAS;6;20111122;2.95;14834;United Kingdom
549155;90022;EDWARDIAN DROP EARRINGS JET BLACK;1;20110406;3.73;;United Kingdom
552288;85123A;WHITE HANGING HEART T-LIGHT HOLDER;12;20110508;2.95;13313;United Kingdom
546983;22855;FINE WICKER HEART ;12;20110318;1.25;16626;United Kingdom
539455;90161A;ANT COPPER RED BOUDICCA BRACELET;1;20101217;4.95;12748;United Kingdom
549831;22781;GUMBALL MAGAZINE RACK;2;20110412;7.65;14844;United Kingdom
572096;22578;WOODEN STAR CHRISTMAS SCANDINAVIAN;6;20111020;0.29;16813;United Kingdom
538071;22427;ENAMEL FLOWER JUG CREAM;2;20101209;11.87;;United Kingdom
558630;22355;CHARLOTTE BAG SUKI DESIGN;10;20110630;0.85;15615;United Kingdom
536837;21980;PACK OF 12 RED RETROSPOT TISSUES ;12;20101202;0.29;14395;United Kingdom
568900;22274;FELTCRAFT DOLL EMILY;6;20110929;2.95;13647;United Kingdom
550636;22281;EASTER TREE YELLOW BIRDS;1;20110419;12.46;;United Kingdom
576617;22900;SET 2 TEA TOWELS I LOVE LONDON ;1;20111115;6.63;;United Kingdom
539240;85169A;IVORY LOVE BIRD CANDLE;12;20101216;1.25;15194;United Kingdom
548708;22966;GINGERBREAD MAN COOKIE CUTTER;4;20110403;1.25;13269;United Kingdom
537823;22574;HEART WOODEN CHRISTMAS DECORATION;2;20101208;1.66;;United Kingdom
540288;22928;YELLOW GIANT GARDEN THERMOMETER;1;20110106;5.95;17634;United Kingdom
563746;23148;MINIATURE ANTIQUE ROSE HOOK IVORY;24;20110819;0.83;14745;United Kingdom
547324;21232;STRAWBERRY CERAMIC TRINKET BOX;12;20110322;1.25;13014;United Kingdom
565431;22994;TRAVEL CARD WALLET RETROSPOT;10;20110904;0.42;14965;United Kingdom
567099;23182;TOILET SIGN OCCUPIED OR VACANT;24;20110916;0.83;15311;United Kingdom
575843;23507;MINI PLAYING CARDS BUFFALO BILL ;1;20111111;0.42;14446;United Kingdom
540279;22910;PAPER CHAIN KIT VINTAGE CHRISTMAS;12;20110106;2.95;13368;United Kingdom
573492;21591;COSY HOUR CIGAR BOX MATCHES ;1;20111031;1.25;13544;United Kingdom
566278;22624;IVORY KITCHEN SCALES;2;20110911;8.5;13614;United Kingdom
540782;22848;BREAD BIN DINER STYLE PINK;4;20110111;14.95;15370;United Kingdom
550964;84596F;SMALL MARSHMALLOWS PINK BOWL;8;20110421;0.42;15856;United Kingdom
C548830;M;Manual;-1;20110404;1252.95;12744;Singapore
C577752;23170;REGENCY TEA PLATE ROSES ;-4;20111121;1.65;16670;United Kingdom
574023;21810;CHRISTMAS HANGING STAR WITH BELL;48;20111102;0.39;14390;United Kingdom
566721;22749;FELTCRAFT PRINCESS CHARLOTTE DOLL;4;20110914;3.75;12921;United Kingdom
558614;84631;FRUIT TREE AND BIRDS WALL PLAQUE;2;20110630;7.46;;United Kingdom
575988;23505;PLAYING CARDS I LOVE LONDON ;12;20111113;1.25;13018;United Kingdom
571328;21251;DINOSAUR HEIGHT CHART STICKER SET;6;20111017;2.95;12473;Germany
562031;21621;VINTAGE UNION JACK BUNTING;1;20110801;8.5;16984;United Kingdom
542303;84032A;CHARLIE+LOLA PINK HOT WATER BOTTLE;6;20110127;2.95;12539;Spain
C537684;22730;ALARM CLOCK BAKELIKE IVORY;-1;20101208;3.75;14901;United Kingdom
574534;21498;RED RETROSPOT WRAP ;50;20111104;0.36;15061;United Kingdom
549525;22342;HOME GARLAND PAINTED ZINC ;1;20110408;3.29;;United Kingdom
547830;22533;MAGIC DRAWING SLATE BAKE A CAKE ;1;20110325;0.83;;United Kingdom
576351;20750;RED RETROSPOT MINI CASES;1;20111114;7.95;17235;United Kingdom
555092;22382;LUNCH BAG SPACEBOY DESIGN ;2;20110531;1.65;16483;United Kingdom
545227;47367B;PAIR PADDED HANGERS PINK CHECK;8;20110301;3.75;12428;Finland
570420;21212;PACK OF 72 RETROSPOT CAKE CASES;1;20111010;0.55;17841;United Kingdom
555547;21731;RED TOADSTOOL LED NIGHT LIGHT;12;20110605;1.65;12681;France
545994;20724;RED RETROSPOT CHARLOTTE BAG;10;20110308;0.85;12623;Germany
578783;22233;JIGSAW RABBIT AND BIRDHOUSE;6;20111125;0.59;12748;United Kingdom
546891;35241;ENAMEL BLUE RIM BISCUIT BIN;1;20110317;4.13;;United Kingdom
578548;23490;T-LIGHT HOLDER HANGING LOVE BIRD;1;20111124;3.75;17345;United Kingdom
553461;23050;RECYCLED ACAPULCO MAT GREEN;2;20110517;8.25;16316;United Kingdom
573585;23289;DOLLY GIRL CHILDRENS BOWL;4;20111031;2.46;;United Kingdom
568400;85152;HAND OVER THE CHOCOLATE   SIGN ;12;20110927;2.1;13644;United Kingdom
575713;POST;POSTAGE;2;20111110;18;13817;Germany
548490;22423;REGENCY CAKESTAND 3 TIER;1;20110331;12.75;12909;United Kingdom
542906;21802;CHRISTMAS TREE HEART DECORATION;3;20110201;0.42;;United Kingdom
565151;22580;ADVENT CALENDAR GINGHAM SACK;2;20110901;5.95;16923;United Kingdom
560997;22650;CERAMIC PIRATE CHEST MONEY BANK;12;20110722;1.45;12627;Germany
C552031;22423;REGENCY CAKESTAND 3 TIER;-14;20110505;10.95;13089;United Kingdom
538349;21982;PACK OF 12 SUKI TISSUES ;4;20101210;0.85;;United Kingdom
578266;22629;SPACEBOY LUNCH BOX ;1;20111123;1.95;12748;United Kingdom
540288;20754;RETROSPOT RED WASHING UP GLOVES;1;20110106;2.1;17634;United Kingdom
547223;20725;LUNCH BAG RED RETROSPOT;2;20110321;1.65;12867;United Kingdom
580603;21367;MIRRORED WALL ART GENTS;12;20111205;0.75;16642;United Kingdom
C571499;23055;IVORY CHANDELIER T-LIGHT HOLDER;-48;20111017;5.39;12454;Spain
536544;22195;LARGE HEART MEASURING SPOONS;1;20101201;3.36;;United Kingdom
549646;22178;VICTORIAN GLASS HANGING T-LIGHT;12;20110411;1.25;12982;United Kingdom
571291;84029G;KNITTED UNION FLAG HOT WATER BOTTLE;1;20111016;4.25;13610;United Kingdom
570482;22781;GUMBALL MAGAZINE RACK;1;20111010;7.65;17459;United Kingdom
557307;84836;ZINC METAL HEART DECORATION;12;20110619;1.25;14820;United Kingdom
557326;23201;JUMBO BAG ALPHABET;10;20110620;2.08;14194;United Kingdom
574746;23581;JUMBO BAG PAISLEY PARK;30;20111107;2.08;16523;United Kingdom
536796;21982;PACK OF 12 SUKI TISSUES ;1;20101202;0.29;15574;United Kingdom
580283;20840;FRENCH FLORAL CUSHION COVER ;24;20111202;0.85;16133;United Kingdom
568095;90201B;BLACK ENAMEL FLOWER RING;6;20110923;2.95;14911;EIRE
576303;23356;LOVE HOT WATER BOTTLE;1;20111114;5.95;15532;United Kingdom
560926;22228;BUNNY WOODEN PAINTED WITH BIRD ;21;20110722;0.83;;United Kingdom
569469;48138;DOORMAT UNION FLAG;1;20111004;8.25;16360;United Kingdom
540551;47594B;SCOTTIES DESIGN WASHBAG;4;20110110;1.66;;United Kingdom
567184;21232;STRAWBERRY CERAMIC TRINKET BOX;2;20110918;1.25;16033;United Kingdom
570129;21974;SET OF 36 PAISLEY FLOWER DOILIES;12;20111007;1.45;12885;United Kingdom
544664;22260;FELT EGG COSY BLUE RABBIT ;12;20110222;0.85;16045;United Kingdom
556139;21873;IF YOU CAN'T STAND THE HEAT MUG;12;20110609;1.25;14231;United Kingdom
572558;23242;TREASURE TIN BUFFALO BILL ;6;20111025;2.08;14286;United Kingdom
581431;23267;SET OF 4 SANTA PLACE SETTINGS;2;20111208;1.25;;United Kingdom
574074;23480;MINI LIGHTS WOODLAND MUSHROOMS;1;20111102;7.46;;United Kingdom
557858;22117;METAL SIGN HER DINNER IS SERVED ;1;20110623;2.95;14159;United Kingdom
544356;22907;PACK OF 20 NAPKINS PANTRY DESIGN;12;20110218;0.85;13904;United Kingdom
563093;22083;PAPER CHAIN KIT RETROSPOT;1;20110811;5.79;;United Kingdom
568387;22610;PENS ASSORTED FUNNY FACE;72;20110927;0.19;13704;United Kingdom
548700;22267;EASTER DECORATION EGG BUNNY ;1;20110403;1.25;13623;United Kingdom
568657;21358;TOAST ITS - HAPPY BIRTHDAY;2;20110928;1.25;16460;United Kingdom
539958;85202;HANGING WOOD AND FELT HEART;11;20101223;0.43;;United Kingdom
C572120;21181;PLEASE ONE PERSON METAL SIGN;-6;20111020;2.1;14911;EIRE
560726;17021;NAMASTE SWAGAT INCENSE;6;20110720;0.3;17962;United Kingdom
572127;23413;DECROTIVEVINTAGE COFFEE GRINDER BOX;3;20111021;4.95;14911;EIRE
539451;22922;FRIDGE MAGNETS US DINER ASSORTED;1;20101217;11.02;;United Kingdom
546912;22744;MAKE YOUR OWN MONSOON CARD KIT;2;20110317;2.95;15861;United Kingdom
540545;22469;HEART OF WICKER SMALL;1;20110109;1.65;13451;United Kingdom
538808;22549;PICTURE DOMINOES;24;20101214;1.45;14057;United Kingdom
545868;20719;WOODLAND CHARLOTTE BAG;2;20110307;0.85;17841;United Kingdom
537608;35961;FOLKART ZINC HEART CHRISTMAS DEC;12;20101207;0.85;15024;United Kingdom
581217;22508;DOORSTOP RETROSPOT HEART;4;20111208;7.46;;United Kingdom
548909;22059;CERAMIC STRAWBERRY DESIGN MUG;24;20110405;1.49;12779;Poland
581352;23578;SNACK TRAY RED GINGHAM;2;20111208;1.95;14698;United Kingdom
543828;22670;FRENCH WC SIGN BLUE METAL;12;20110214;1.25;14156;EIRE
578844;23392;SPACEBOY ROCKET LOLLY MAKERS;1;20111125;4.13;;United Kingdom
546891;85131D;BEADED CRYSTAL HEART PINK ON STICK;1;20110317;0.83;;United Kingdom
559322;85099B;JUMBO BAG RED RETROSPOT;300;20110707;1.79;15769;United Kingdom
555835;21989;PACK OF 20 SKULL PAPER NAPKINS;1;20110607;0.85;14525;United Kingdom
557642;22385;JUMBO BAG SPACEBOY DESIGN;10;20110621;4.13;;United Kingdom
540154;84596J;MIXED NUTS LIGHT GREEN BOWL;2;20110105;0.85;;United Kingdom
557886;15056N;EDWARDIAN PARASOL NATURAL;2;20110623;5.95;17799;United Kingdom
575605;85179C;PINK BITTY LIGHT CHAIN;12;20111110;1.25;17188;United Kingdom
550496;22132;RED LOVE HEART SHAPE CUP;2;20110418;0.85;;United Kingdom
580367;22560;TRADITIONAL MODELLING CLAY;1;20111202;2.46;;United Kingdom
572758;22064;PINK DOUGHNUT TRINKET POT ;1;20111025;3.29;;United Kingdom
551014;20725;LUNCH BAG RED RETROSPOT;10;20110426;1.65;13209;United Kingdom
555279;21080;SET/20 RED RETROSPOT PAPER NAPKINS ;1;20110601;0.85;16348;United Kingdom
563022;22694;WICKER STAR ;1;20110811;2.1;17248;United Kingdom
542083;21829;DINOSAUR KEYRINGS ASSORTED;144;20110125;0.21;18008;United Kingdom
560299;21498;RED RETROSPOT WRAP ;25;20110718;0.42;17593;United Kingdom
548970;85099B;JUMBO BAG RED RETROSPOT;200;20110405;1.65;14646;Netherlands
570423;21935;SUKI  SHOULDER BAG;1;20111010;1.65;14451;United Kingdom
544768;15056bl;EDWARDIAN PARASOL BLACK;1;20110223;12.46;;United Kingdom
575880;POST;POSTAGE;3;20111111;18;12726;France
574856;22488;NATURAL SLATE RECTANGLE CHALKBOARD;2;20111107;3.29;;United Kingdom
567850;22749;FELTCRAFT PRINCESS CHARLOTTE DOLL;4;20110922;3.75;15067;United Kingdom
578824;21985;PACK OF 12 HEARTS DESIGN TISSUES ;1;20111125;0.39;17883;United Kingdom
581027;22112;CHOCOLATE HOT WATER BOTTLE;6;20111207;4.95;17091;United Kingdom
551340;22166;WALL MIRROR RECTANGLE DIAMANTE PINK;1;20110427;7.46;;United Kingdom
540977;21876;POTTERING MUG;1;20110112;1.66;;United Kingdom
543250;22522;CHILDS GARDEN FORK BLUE ;12;20110204;0.85;13911;United Kingdom
572553;23423;PANTRY 3 HOOK ROLLING PIN HANGER;2;20111024;7.46;;United Kingdom
547964;85103;SILVER T-LIGHT SETTING;5;20110328;13.29;;United Kingdom
538625;22551;PLASTERS IN TIN SPACEBOY;4;20101213;1.65;14544;United Kingdom
544294;22460;EMBOSSED GLASS TEALIGHT HOLDER;12;20110217;1.25;15601;United Kingdom
578844;21680;WOODLAND  STICKERS;1;20111125;1.63;;United Kingdom
538409;22729;ALARM CLOCK BAKELIKE ORANGE;2;20101212;3.75;17236;United Kingdom
560090;21084;SET/6 COLLAGE PAPER CUPS;1;20110714;0.83;;United Kingdom
574660;23359;SET OF 12 T-LIGHTS VINTAGE DOILY;5;20111106;1.95;15407;United Kingdom
574714;21914;BLUE HARMONICA IN BOX ;1;20111106;1.25;15427;United Kingdom
540548;22846;BREAD BIN DINER STYLE RED ;1;20110109;16.95;14794;United Kingdom
552469;21224;SET/4 SKULL BADGES;3;20110509;1.25;12867;United Kingdom
548714;82581;TOILET METAL SIGN;2;20110403;0.55;17337;United Kingdom
573359;23525;WALL ART BUFFALO BILL ;1;20111030;3.75;14178;United Kingdom
573898;82486;3 DRAWER ANTIQUE WHITE WOOD CABINET;4;20111101;8.95;14562;United Kingdom
555200;21035;SET/2 RED RETROSPOT TEA TOWELS ;1;20110601;3.25;17315;United Kingdom
564835;22697;GREEN REGENCY TEACUP AND SAUCER;4;20110830;5.79;;United Kingdom
571909;22617;BAKING SET SPACEBOY DESIGN;2;20111019;4.95;15006;United Kingdom
544051;23233;WRAP POPPIES  DESIGN;25;20110215;0.42;16700;United Kingdom
547967;20719;WOODLAND CHARLOTTE BAG;2;20110328;1.63;;United Kingdom
C571287;22191;IVORY DINER WALL CLOCK;-1;20111016;8.5;13610;United Kingdom
563638;21430;SET/3 RED GINGHAM ROSE STORAGE BOX;1;20110818;3.75;15311;United Kingdom
541990;22258;FELT FARM ANIMAL RABBIT;12;20110125;1.25;13901;United Kingdom
576176;23207;LUNCH BAG ALPHABET DESIGN;1;20111114;1.65;16936;United Kingdom
576329;23435;3 RAFFIA RIBBONS VINTAGE CHRISTMAS;1;20111114;0.83;;United Kingdom
569031;23202;JUMBO BAG VINTAGE LEAF;2;20110930;2.08;;United Kingdom
564840;21891;TRADITIONAL WOODEN SKIPPING ROPE;1;20110830;2.46;;United Kingdom
576538;23076;ICE CREAM SUNDAE LIP GLOSS;20;20111115;1.25;14725;United Kingdom
537608;22423;REGENCY CAKESTAND 3 TIER;1;20101207;12.75;15024;United Kingdom
557063;20719;WOODLAND CHARLOTTE BAG;10;20110616;0.85;17368;United Kingdom
578844;22816;CARD MOTORBIKE SANTA;4;20111125;0.42;;United Kingdom
559506;21466;RED FLOWER CROCHET FOOD COVER;2;20110708;3.29;;United Kingdom
555477;23176;ABC TREASURE BOOK BOX ;8;20110603;2.25;12359;Cyprus
556022;23171;REGENCY TEA PLATE GREEN ;12;20110608;1.65;12921;United Kingdom
545464;84949;SILVER HANGING T-LIGHT HOLDER;6;20110303;3.29;;United Kingdom
554617;23202;JUMBO BAG VINTAGE LEAF;1;20110525;2.08;14593;United Kingdom
544159;22470;HEART OF WICKER LARGE;40;20110216;2.55;14944;United Kingdom
537654;37501;TEA TIME TEA SET IN GIFT BOX;1;20101207;6.95;;United Kingdom
561331;22417;PACK OF 60 SPACEBOY CAKE CASES;5;20110726;0.55;16809;United Kingdom
544391;22292;HANGING CHICK  YELLOW DECORATION;24;20110218;1.45;15755;United Kingdom
581217;22107;PIZZA PLATE IN BOX;11;20111208;3.29;;United Kingdom
546136;84459B;YELLOW METAL CHICKEN HEART ;2;20110309;3.29;;United Kingdom
566075;23396;LA JARDIN BOTANIQUE CUSHION COVER;4;20110909;3.75;16173;United Kingdom
556244;82600;NO SINGING METAL SIGN;2;20110609;2.1;15867;United Kingdom
538879;22453;MEASURING TAPE BABUSHKA BLUE;6;20101214;2.95;15392;United Kingdom
573315;21889;WOODEN BOX OF DOMINOES;2;20111028;1.25;17839;United Kingdom
556063;20677;PINK POLKADOT BOWL;3;20110608;1.25;14587;United Kingdom
537698;21464;DISCO BALL ROTATOR BATTERY OPERATED;16;20101208;4.25;13199;United Kingdom
536862;22457;NATURAL SLATE HEART CHALKBOARD ;1;20101203;5.91;;United Kingdom
565231;21126;SET OF 6 GIRLS CELEBRATION CANDLES;2;20110902;1.25;;United Kingdom
570458;21915;RED  HARMONICA IN BOX ;12;20111010;1.25;14535;United Kingdom
573633;84997a;CHILDRENS CUTLERY POLKADOT GREEN ;1;20111031;8.29;;United Kingdom
560276;20728;LUNCH BAG CARS BLUE;2;20110717;1.65;14606;United Kingdom
568314;22726;ALARM CLOCK BAKELIKE GREEN;10;20110926;3.75;14387;United Kingdom
559333;21402;RED  EGG  SPOON;96;20110707;0.12;16112;United Kingdom
547645;POST;POSTAGE;1;20110324;40;12676;Sweden
539586;22609;PENS ASSORTED SPACEBALL;108;20101220;0.21;14298;United Kingdom
546888;35915C;PEACH KNITTED HEN ;3;20110317;0.83;;United Kingdom
554860;23054;RECYCLED ACAPULCO MAT LAVENDER;2;20110527;8.25;15249;United Kingdom
543997;21985;PACK OF 12 HEARTS DESIGN TISSUES ;1;20110215;0.29;17348;United Kingdom
561894;21915;RED  HARMONICA IN BOX ;1;20110731;1.25;14456;United Kingdom
573897;21262;WHITE GOOSE FEATHER CHRISTMAS TREE ;4;20111101;2.95;16729;United Kingdom
577859;23439;HAND WARMER RED LOVE HEART;2;20111122;2.1;14534;United Kingdom
566602;84946;ANTIQUE SILVER T-LIGHT GLASS;4;20110913;2.46;;United Kingdom
573150;22617;BAKING SET SPACEBOY DESIGN;3;20111027;4.95;15014;United Kingdom
563853;POST;POSTAGE;8;20110819;18;12560;Germany
570280;23131;MISTLETOE HEART WREATH CREAM;48;20111010;3.75;15473;United Kingdom
548521;20754;RETROSPOT RED WASHING UP GLOVES;6;20110331;2.1;17735;United Kingdom
547656;85049G;CHOCOLATE BOX RIBBONS ;2;20110324;1.25;13263;United Kingdom
C537164;D;Discount;-1;20101205;29.29;14527;United Kingdom
567193;84029G;KNITTED UNION FLAG HOT WATER BOTTLE;24;20110919;3.75;18094;United Kingdom
577524;23275;SET OF 3 HANGING OWLS OLLIE BEAK;1;20111120;1.25;16905;United Kingdom
567099;22671;FRENCH LAUNDRY SIGN BLUE METAL;2;20110916;1.65;15311;United Kingdom
572910;22831;WHITE BROCANTE SOAP DISH;2;20111026;2.95;15990;United Kingdom
564820;23140;TRIPLE WIRE HOOK IVORY HEART;1;20110830;8.29;;United Kingdom
581433;22192;BLUE DINER WALL CLOCK;2;20111208;8.5;14911;EIRE
555923;47566;PARTY BUNTING;4;20110607;10.79;;United Kingdom
543000;48185;DOORMAT FAIRY CAKE;3;20110202;16.63;;United Kingdom
580729;82616B;FRAPPUCINO SCARF KNITTING KIT;3;20111205;2.46;;United Kingdom
538071;22296;HEART IVORY TRELLIS LARGE;1;20101209;3.36;;United Kingdom
574587;20828;GLITTER BUTTERFLY CLIPS;12;20111106;2.55;14936;Channel Islands
558093;84946;ANTIQUE SILVER T-LIGHT GLASS;6;20110626;1.25;17969;United Kingdom
555836;23231;WRAP DOILEY DESIGN;25;20110607;0.42;13098;United Kingdom
540975;22720;SET OF 3 CAKE TINS PANTRY DESIGN ;2;20110112;4.95;14040;United Kingdom
566163;20724;RED RETROSPOT CHARLOTTE BAG;10;20110909;0.85;12637;France
580983;23404;HOME SWEET HOME BLACKBOARD;2;20111206;10.79;;United Kingdom
573585;84251G;GREETING CARD, OVERCROWDED POOL.;1;20111031;0.83;;United Kingdom
576339;22178;VICTORIAN GLASS HANGING T-LIGHT;13;20111114;2.46;14096;United Kingdom
537240;90013C;GREEN VINTAGE EARRINGS ;1;20101206;4.24;;United Kingdom
560239;22745;POPPY'S PLAYHOUSE BEDROOM ;6;20110717;2.1;13507;United Kingdom
576577;22791;T-LIGHT GLASS FLUTED ANTIQUE;24;20111115;1.25;16557;United Kingdom
578519;23349;ROLL WRAP VINTAGE CHRISTMAS;1;20111124;1.25;14591;United Kingdom
571046;22736;RIBBON REEL MAKING SNOWMEN ;1;20111013;1.65;18096;United Kingdom
570887;23224;CHERUB HEART DECORATION GOLD;12;20111013;0.83;17169;United Kingdom
539736;82583;HOT BATHS METAL SIGN;4;20101221;4.21;;United Kingdom
555527;21621;VINTAGE UNION JACK BUNTING;20;20110605;8.5;14364;United Kingdom
567901;22866;HAND WARMER SCOTTY DOG DESIGN;1;20110922;4.13;;United Kingdom
561644;79321;CHILLI LIGHTS;48;20110728;4.95;16029;United Kingdom
577152;21121;SET/10 RED POLKADOT PARTY CANDLES;24;20111118;1.25;14277;France
574874;C2;CARRIAGE;1;20111107;50;14911;EIRE
562283;23300;GARDENERS KNEELING PAD CUP OF TEA ;12;20110804;1.65;15249;United Kingdom
573576;20712;JUMBO BAG WOODLAND ANIMALS;1;20111031;4.13;14096;United Kingdom
572867;23437; 50'S CHRISTMAS GIFT BAG LARGE;7;20111026;1.25;14598;United Kingdom
565617;23328;SET 6 SCHOOL MILK BOTTLES IN CRATE;5;20110905;7.46;;United Kingdom
580695;22977;DOLLY GIRL CHILDRENS EGG CUP;1;20111205;1.25;13230;United Kingdom
564359;23282;FOLDING BUTTERFLY MIRROR IVORY ;4;20110824;0.83;14056;United Kingdom
576599;22436;12 COLOURED PARTY BALLOONS;10;20111115;0.65;14544;United Kingdom
549568;22294;HEART FILIGREE DOVE  SMALL;24;20110410;1.25;15665;United Kingdom
547361;22179;SET 10 LIGHTS NIGHT OWL;4;20110322;6.75;15298;United Kingdom
548188;23006;TRAVEL CARD WALLET FLOWER MEADOW;2;20110329;0.42;13263;United Kingdom
572211;22398;MAGNETS PACK OF 4 SWALLOWS;24;20111021;0.39;13429;United Kingdom
556413;22781;GUMBALL MAGAZINE RACK;1;20110610;7.65;16005;United Kingdom
550512;22178;VICTORIAN GLASS HANGING T-LIGHT;2;20110418;1.25;18069;United Kingdom
552842;22990;COTTON APRON PANTRY DESIGN;1;20110511;4.95;17888;United Kingdom
562553;22588;CARD HOLDER GINGHAM HEART;1;20110805;5.79;;United Kingdom
572194;22944;CHRISTMAS METAL POSTCARD WITH BELLS;6;20111021;0.39;17832;United Kingdom
539978;22222;CAKE PLATE LOVEBIRD WHITE;12;20101223;1.95;13165;United Kingdom
573340;35967;FOLK ART METAL STAR T-LIGHT HOLDER;12;20111030;0.38;14159;United Kingdom
570500;23376;PACK OF 12 VINTAGE CHRISTMAS TISSUE;12;20111011;0.39;15858;United Kingdom
574511;21175;GIN + TONIC DIET METAL SIGN;12;20111104;2.55;15597;United Kingdom
544597;84375;SET OF 20 KIDS COOKIE CUTTERS;2;20110221;2.1;16014;United Kingdom
545688;22763;KEY CABINET MA CAMPAGNE;2;20110306;9.95;16033;United Kingdom
557293;23209;LUNCH BAG DOILEY PATTERN ;1;20110619;1.65;16326;United Kingdom
572074;23168;CLASSIC CAFE SUGAR DISPENSER;1;20111020;1.25;16284;United Kingdom
570082;23540;WALL ART THE MAGIC FOREST ;4;20111007;6.95;12524;Germany
576837;23495;SET OF 3 PANTRY WOODEN SPOONS;1;20111116;2.46;;United Kingdom
551956;23147;SINGLE ANTIQUE ROSE HOOK IVORY;2;20110505;1.45;15021;United Kingdom
559497;21328;BALLOONS  WRITING SET ;1;20110708;3.29;;United Kingdom
555383;21975;PACK OF 60 DINOSAUR CAKE CASES;6;20110602;0.55;12517;Germany
