id;value;country;frequency;recency
16062;68.22;United Kingdom;4;9
16063;32.76;United Kingdom;1;260
16065;31.4;United Kingdom;1;365
16066;233.35;United Kingdom;5;16
16070;64.11;United Kingdom;2;22
16071;15;United Kingdom;1;44
16072;49;United Kingdom;1;288
16076;186.79;United Kingdom;4;22
16079;50.4;United Kingdom;1;40
16080;25.9;United Kingdom;2;81
16081;270.22;United Kingdom;3;56
16083;30;United Kingdom;1;360
16084;11.6;United Kingdom;1;299
16085;94.76;United Kingdom;5;23
16086;74.1;United Kingdom;2;59
16091;41.6;United Kingdom;1;154
16092;2.3;United Kingdom;5;98
16094;85.2;United Kingdom;2;29
16096;49.08;United Kingdom;1;264
16098;90;United Kingdom;4;128
16099;50.8;United Kingdom;2;50
16101;68.2;United Kingdom;1;70
16102;124.2;United Kingdom;3;42
16103;112.6;United Kingdom;3;157
16104;37.03;United Kingdom;1;61
16105;10.5;United Kingdom;1;248
16106;17.4;United Kingdom;1;65
16107;136.5;United Kingdom;2;89
16108;32.4;United Kingdom;1;84
16110;174.6;United Kingdom;3;45
16112;60.1;United Kingdom;4;143
16113;25.75;United Kingdom;1;183
16114;17.7;United Kingdom;1;170
16115;129.82;United Kingdom;8;9
16116;94.35;United Kingdom;1;211
16117;32.18;United Kingdom;1;189
16119;60.48;United Kingdom;2;8
16120;89.4;United Kingdom;4;59
16121;81.42;United Kingdom;2;57
16122;63.24;United Kingdom;2;112
16123;14.85;United Kingdom;1;51
16124;51.6;United Kingdom;1;317
16125;51;United Kingdom;1;367
16126;993.25;United Kingdom;4;29
16127;102.25;United Kingdom;1;39
16128;167.62;United Kingdom;4;17
16131;572.36;United Kingdom;4;51
16133;1175.46;United Kingdom;27;3
16134;107.34;United Kingdom;2;21
16135;25.2;United Kingdom;1;262
16136;131.54;United Kingdom;2;59
16139;69.9;United Kingdom;3;18
16140;186.58;United Kingdom;2;52
16141;70.71;United Kingdom;1;88
16142;17;United Kingdom;1;249
16143;250.91;United Kingdom;5;3
16145;487.53;United Kingdom;9;8
16146;45;United Kingdom;2;203
16147;35.04;United Kingdom;1;133
16148;76.32;United Kingdom;1;296
16149;56.36;United Kingdom;2;4
16150;194.28;United Kingdom;8;38
16152;198.7;United Kingdom;1;268
16153;181.39;United Kingdom;3;49
16156;229.59;United Kingdom;8;8
16157;34.65;United Kingdom;2;51
16159;54.6;United Kingdom;1;281
16160;87.6;United Kingdom;2;65
16161;649.09;United Kingdom;20;1
16163;220.35;United Kingdom;1;365
16164;75.64;United Kingdom;3;17
16168;145.86;United Kingdom;6;115
16169;238.26;United Kingdom;4;8
16170;292.55;United Kingdom;6;50
16171;24.9;United Kingdom;1;59
16172;57.68;United Kingdom;4;95
16173;206.05;United Kingdom;4;15
16174;45;United Kingdom;1;151
16175;34.8;United Kingdom;2;94
16178;44.75;United Kingdom;1;138
16179;61.98;United Kingdom;1;60
16180;1109.76;United Kingdom;7;100
16181;28.3;United Kingdom;1;73
16182;772.2;United Kingdom;3;72
16183;32.85;United Kingdom;1;67
16184;132.26;United Kingdom;6;64
16185;67.85;United Kingdom;2;16
16186;372.84;United Kingdom;9;22
16187;614.32;United Kingdom;12;31
16188;89.46;United Kingdom;3;44
16189;14.95;United Kingdom;1;15
16190;17.7;United Kingdom;1;40
16191;608.42;United Kingdom;10;2
16193;20.4;United Kingdom;1;236
16198;35.4;United Kingdom;1;75
16200;113.9;United Kingdom;2;4
16201;337.15;United Kingdom;4;3
16202;60.9;United Kingdom;1;360
16203;82.9;United Kingdom;3;58
16204;50.1;United Kingdom;1;23
16205;96;United Kingdom;3;37
16206;90.57;United Kingdom;4;54
16207;82.7;United Kingdom;1;25
16208;46.36;United Kingdom;2;44
16209;89.55;United Kingdom;3;119
16210;4859.44;United Kingdom;13;1
16211;245.1;United Kingdom;1;88
16212;80.55;United Kingdom;2;19
16214;89.1;United Kingdom;2;170
16215;12.5;United Kingdom;1;80
16216;82.56;United Kingdom;1;267
16217;3.2;United Kingdom;2;267
16218;332.46;United Kingdom;6;29
16221;79.51;United Kingdom;2;36
16222;51.95;United Kingdom;1;318
16224;108.01;United Kingdom;3;57
16225;132.56;United Kingdom;4;44
16226;17.7;United Kingdom;1;207
16229;94.76;United Kingdom;2;87
16230;102.6;United Kingdom;2;189
16232;38.42;United Kingdom;2;215
16233;85.74;United Kingdom;2;71
16235;140.3;United Kingdom;5;40
16239;31.5;United Kingdom;1;189
16240;324.13;United Kingdom;3;9
16241;317.35;United Kingdom;12;9
16242;429.01;United Kingdom;7;8
16243;85.75;United Kingdom;2;33
16244;163.44;United Kingdom;2;211
16245;166.8;United Kingdom;3;23
16247;8.47;United Kingdom;1;170
16248;50.16;United Kingdom;1;61
16249;86.1;United Kingdom;3;112
16250;37.65;United Kingdom;1;373
16252;-18.5;United Kingdom;1;366
16253;584.12;United Kingdom;2;66
16255;196.37;United Kingdom;8;16
16258;338.7;United Kingdom;3;45
16260;436.6;United Kingdom;1;50
16261;95.62;United Kingdom;4;17
16262;-19.9;United Kingdom;1;360
16265;496.44;United Kingdom;7;43
16266;63.96;United Kingdom;4;115
16268;85.8;United Kingdom;2;71
16270;147.45;United Kingdom;1;353
16271;186.99;United Kingdom;3;15
16272;21.35;United Kingdom;1;116
16274;19.75;United Kingdom;1;373
16275;98.06;United Kingdom;1;196
16278;17;United Kingdom;1;100
16279;203.32;United Kingdom;3;21
16281;405.64;United Kingdom;1;72
16282;29.5;United Kingdom;1;339
16283;162.87;United Kingdom;4;5
16284;76.95;United Kingdom;2;31
16292;38;United Kingdom;1;121
16293;279.9;United Kingdom;7;21
16295;215.84;United Kingdom;4;9
16297;41.04;United Kingdom;1;268
16298;15;United Kingdom;1;51
16302;-20.4;United Kingdom;1;107
16303;695.65;United Kingdom;4;25
16305;27.6;United Kingdom;1;138
16306;85.2;United Kingdom;4;213
16309;86.03;United Kingdom;3;91
16311;57.48;United Kingdom;2;17
16313;42.78;United Kingdom;1;3
16315;44.45;United Kingdom;1;330
16316;204.23;United Kingdom;4;64
16317;207.91;United Kingdom;3;119
16318;17.4;United Kingdom;1;35
16320;126.1;Other;2;172
16322;21.01;United Kingdom;2;1
16323;207.5;United Kingdom;1;196
16324;75.27;United Kingdom;2;128
16326;342.03;United Kingdom;13;5
16327;505.54;United Kingdom;6;14
16330;138.71;United Kingdom;4;17
16332;131.52;United Kingdom;6;28
16333;652;United Kingdom;2;252
16337;27.9;United Kingdom;1;36
16338;24.65;United Kingdom;1;157
16339;9.2;United Kingdom;1;284
16340;25.93;United Kingdom;1;107
16341;42.9;United Kingdom;3;79
16342;20.8;United Kingdom;1;145
16343;43.74;United Kingdom;2;16
16345;51.94;United Kingdom;1;44
16347;74.37;United Kingdom;2;11
16348;138.3;United Kingdom;6;37
16349;18.05;United Kingdom;1;290
16350;217.45;United Kingdom;4;21
16352;12.5;United Kingdom;1;17
16353;712.44;United Kingdom;6;32
16354;6.65;United Kingdom;1;73
16356;10.2;United Kingdom;2;197
16357;155.5;United Kingdom;3;33
16358;341.17;United Kingdom;4;1
16359;35.55;United Kingdom;3;7
16360;466.2;United Kingdom;6;4
16361;81.2;United Kingdom;4;9
16362;36.77;United Kingdom;4;32
16363;15;United Kingdom;1;53
16364;55.2;United Kingdom;2;11
16365;11.3;United Kingdom;2;150
16366;10.5;United Kingdom;1;18
16367;88.29;United Kingdom;2;37
16368;44.43;United Kingdom;2;2
16369;94.8;United Kingdom;2;18
16370;143.84;United Kingdom;4;82
16372;49.62;United Kingdom;2;33
16374;72.4;United Kingdom;2;66
16376;76.56;United Kingdom;3;8
16377;51;United Kingdom;1;267
16378;48;United Kingdom;3;247
16379;311.96;United Kingdom;4;4
16383;97.05;United Kingdom;2;74
16384;71.85;United Kingdom;2;89
16385;65.46;United Kingdom;3;60
16386;77.51;United Kingdom;2;28
16389;197.98;United Kingdom;3;53
16392;30.7;United Kingdom;1;269
16393;259.08;United Kingdom;15;2
16394;73.07;United Kingdom;5;56
16395;119.57;United Kingdom;5;60
16398;225.91;United Kingdom;3;144
16399;30.15;United Kingdom;2;19
16400;19.85;United Kingdom;1;94
16401;199.3;United Kingdom;9;1
16402;22.85;United Kingdom;1;369
16403;11.6;United Kingdom;2;302
16404;54.5;United Kingdom;1;70
16406;6.61;United Kingdom;1;18
16407;178.25;United Kingdom;8;12
16409;185.47;United Kingdom;5;36
16411;10.61;United Kingdom;1;19
16412;8.1;United Kingdom;1;53
16413;22.6;United Kingdom;1;56
16414;9.95;United Kingdom;1;21
16415;9.78;United Kingdom;1;44
16416;88.23;United Kingdom;4;26
16418;77.43;United Kingdom;3;44
16419;193.89;United Kingdom;3;128
16422;4012.72;United Kingdom;27;25
16423;30;United Kingdom;1;24
16424;47.1;United Kingdom;1;191
16425;17;United Kingdom;1;302
16426;201.08;United Kingdom;9;2
16427;15;United Kingdom;1;284
16431;45.85;United Kingdom;3;213
16432;15.9;United Kingdom;1;64
16433;92;United Kingdom;1;28
16434;301.31;United Kingdom;7;29
16438;100.68;United Kingdom;5;5
16440;387.15;United Kingdom;5;7
16441;25.5;United Kingdom;1;291
16442;98.89;United Kingdom;3;1
16444;30.8;United Kingdom;3;46
16445;32.44;United Kingdom;1;33
16447;6.85;United Kingdom;1;135
16448;10;United Kingdom;1;198
16449;128.6;United Kingdom;3;190
16451;28.3;United Kingdom;1;87
16455;259.32;United Kingdom;5;63
16456;287.72;United Kingdom;5;99
16457;19.8;United Kingdom;1;218
16458;410.17;United Kingdom;15;2
16460;45.68;United Kingdom;2;72
16461;17.15;United Kingdom;1;177
16463;114.18;United Kingdom;3;52
16464;178.8;United Kingdom;3;19
16466;99.78;United Kingdom;6;33
16469;98.14;United Kingdom;4;23
16470;44.76;United Kingdom;3;51
16471;73.1;United Kingdom;1;274
16473;10.2;United Kingdom;1;287
16474;174.52;United Kingdom;6;17
16475;37.8;United Kingdom;2;162
16477;335.7;United Kingdom;7;63
16478;32.7;United Kingdom;1;65
16480;47.93;United Kingdom;1;75
16482;32.22;United Kingdom;1;15
16483;9.9;United Kingdom;1;192
16484;3;United Kingdom;2;189
16485;32.26;United Kingdom;1;77
16488;24;United Kingdom;2;33
16491;86.04;United Kingdom;1;46
16493;192.75;United Kingdom;4;72
16494;175.2;United Kingdom;1;296
16495;117.6;United Kingdom;2;3
16496;142.5;United Kingdom;3;8
16497;233.92;United Kingdom;3;49
16498;41.4;United Kingdom;1;162
16499;2;United Kingdom;2;364
16500;218.1;United Kingdom;3;4
16503;70.25;United Kingdom;2;106
16504;51.29;United Kingdom;1;25
16505;358.56;United Kingdom;1;31
16509;29.85;United Kingdom;1;296
16510;97.35;United Kingdom;1;372
16511;88.38;United Kingdom;3;21
16513;182.4;United Kingdom;3;4
16515;109.61;United Kingdom;4;91
16516;16.5;United Kingdom;1;30
16517;7.8;United Kingdom;1;277
16518;57.3;United Kingdom;2;61
16519;26.1;United Kingdom;1;25
16520;115.02;United Kingdom;3;186
16523;1110.85;United Kingdom;18;1
16525;1043.83;United Kingdom;13;2
16526;10;United Kingdom;1;171
16527;37.3;United Kingdom;1;81
16528;74.46;United Kingdom;1;3
16529;75.35;United Kingdom;1;190
16531;142.38;United Kingdom;6;22
16533;134.74;United Kingdom;3;19
16535;74.34;United Kingdom;1;5
16536;20.51;United Kingdom;1;110
16539;178.5;United Kingdom;3;2
16545;76.5;United Kingdom;1;164
16546;-103.68;United Kingdom;1;372
16549;603.43;United Kingdom;10;10
16550;305.29;United Kingdom;8;108
16551;133.07;United Kingdom;3;95
16552;16.5;United Kingdom;1;242
16553;1061.8;United Kingdom;8;163
16554;86.78;United Kingdom;4;3
16555;102.38;United Kingdom;2;35
16556;349.08;United Kingdom;6;66
16557;101.8;United Kingdom;2;24
16558;1095.5;United Kingdom;20;0
16560;152.63;United Kingdom;2;26
16561;123.35;United Kingdom;2;5
16563;15;United Kingdom;1;53
16566;10.08;United Kingdom;1;15
16567;229.18;United Kingdom;2;194
16570;685.56;United Kingdom;7;15
16571;77.85;United Kingdom;5;3
16572;52.3;United Kingdom;2;127
16573;68.4;United Kingdom;2;84
16574;40.8;United Kingdom;1;71
16579;-30.6;United Kingdom;1;365
16581;-8.46;United Kingdom;2;155
16582;11.7;United Kingdom;1;113
16583;68.1;United Kingdom;1;373
16584;87.09;United Kingdom;3;80
16589;62.28;United Kingdom;2;71
16592;551.18;United Kingdom;8;4
16593;124.05;United Kingdom;2;189
16594;18.79;United Kingdom;1;75
16595;48.88;United Kingdom;1;61
16596;55.4;United Kingdom;1;366
16600;39.42;United Kingdom;3;4
16601;21.1;United Kingdom;1;40
16602;73.1;United Kingdom;1;36
16603;80.1;United Kingdom;2;74
16607;21.59;United Kingdom;11;17
16609;675.05;United Kingdom;8;15
16610;11.4;United Kingdom;1;219
16611;5.04;United Kingdom;1;186
16612;103.9;United Kingdom;3;119
16613;10.2;United Kingdom;1;70
16614;128.7;United Kingdom;1;182
16616;46.89;United Kingdom;2;15
16617;81.45;United Kingdom;1;235
16618;264.76;United Kingdom;3;31
16619;32.88;United Kingdom;1;263
16621;15;United Kingdom;1;51
16624;99.5;United Kingdom;2;80
16625;20.94;United Kingdom;1;274
16626;584.1;United Kingdom;8;22
16628;202.6;United Kingdom;5;106
16629;48.91;United Kingdom;2;73
16633;253.18;United Kingdom;6;17
16634;13;United Kingdom;1;372
16637;187.7;United Kingdom;4;32
16638;116.54;United Kingdom;5;99
16639;22.5;United Kingdom;3;25
16641;58.1;United Kingdom;1;105
16642;98.66;United Kingdom;2;4
16643;87.15;United Kingdom;1;245
16644;83.35;United Kingdom;2;177
16647;28.54;United Kingdom;1;204
16648;20;United Kingdom;1;42
16650;34.8;United Kingdom;1;71
16652;425.58;United Kingdom;4;58
16653;97.78;United Kingdom;2;64
16654;87.75;United Kingdom;5;141
16655;353.71;United Kingdom;6;17
16656;716.64;United Kingdom;6;30
16657;86.64;United Kingdom;4;9
16660;93.15;United Kingdom;2;16
16666;22.98;United Kingdom;1;19
16667;157.08;United Kingdom;2;68
16668;20.04;United Kingdom;2;15
16669;149.29;United Kingdom;3;23
16670;395.16;United Kingdom;10;18
16672;660.8;United Kingdom;7;112
16674;30.61;United Kingdom;2;54
16676;119.62;United Kingdom;4;33
16678;301.89;United Kingdom;11;2
16681;20.16;United Kingdom;1;77
16682;167.6;United Kingdom;3;4
16684;4058.82;United Kingdom;9;4
16685;31.62;United Kingdom;1;61
16686;333.89;United Kingdom;6;47
16688;129.68;United Kingdom;3;1
16689;57.9;United Kingdom;1;82
16690;45;United Kingdom;2;72
16693;41.84;United Kingdom;2;68
16696;53.1;United Kingdom;2;213
16700;784.03;United Kingdom;14;8
16701;877.53;United Kingdom;11;8
16705;1210.37;United Kingdom;13;4
16706;62.66;United Kingdom;3;37
16708;59.1;United Kingdom;1;45
16709;220.6;United Kingdom;4;84
16710;269.13;United Kingdom;10;19
16712;393.77;United Kingdom;10;18
16713;532.34;United Kingdom;15;18
16714;295.7;United Kingdom;1;317
16715;13.92;United Kingdom;1;78
16717;216.14;United Kingdom;5;23
16718;23.85;United Kingdom;1;369
16719;245.4;United Kingdom;7;14
16721;38.42;United Kingdom;1;262
16722;514.84;United Kingdom;8;17
16723;4.63;United Kingdom;1;107
16725;116.6;United Kingdom;6;302
16726;109.86;United Kingdom;3;26
16727;15.45;United Kingdom;1;364
16728;157.76;United Kingdom;4;46
16729;829.34;United Kingdom;19;38
16730;64.4;United Kingdom;3;52
16732;37.35;United Kingdom;1;31
16734;48.18;United Kingdom;2;52
16735;193.45;United Kingdom;3;98
16739;49.7;United Kingdom;2;172
16743;208.8;United Kingdom;8;29
16744;199.2;United Kingdom;7;11
16745;813.45;United Kingdom;14;86
16746;643;United Kingdom;14;4
16747;143.86;United Kingdom;2;37
16748;126.4;United Kingdom;4;17
16750;31.38;United Kingdom;3;44
16751;232.54;United Kingdom;1;30
16752;10.2;United Kingdom;1;372
16753;19.89;United Kingdom;1;58
16755;157.44;United Kingdom;3;114
16756;87.78;United Kingdom;1;214
16757;5.04;United Kingdom;1;318
16758;3.75;United Kingdom;1;65
16759;93.7;United Kingdom;2;7
16762;115.52;United Kingdom;3;19
16763;99.25;United Kingdom;1;198
16764;415.73;United Kingdom;14;3
16766;106.3;United Kingdom;1;273
16767;296.74;United Kingdom;6;30
16768;98.6;United Kingdom;2;47
16769;17.39;United Kingdom;1;260
16770;131.78;United Kingdom;5;57
16771;218.16;United Kingdom;5;33
16773;30.9;United Kingdom;1;57
16774;96.45;United Kingdom;4;67
16775;211.95;United Kingdom;10;10
16776;35.52;United Kingdom;1;60
16777;19;United Kingdom;1;257
16779;1334.24;United Kingdom;23;2
16780;53.9;United Kingdom;2;100
16781;53.85;United Kingdom;1;372
16782;297.5;United Kingdom;12;35
16784;30;United Kingdom;1;19
16788;32.09;United Kingdom;2;123
16790;159.84;United Kingdom;5;3
16791;219.22;United Kingdom;7;29
16792;27.65;United Kingdom;1;282
16793;33.6;United Kingdom;1;57
16794;179.96;United Kingdom;8;1
16795;86.35;United Kingdom;1;365
16796;78.84;United Kingdom;1;89
16800;224.75;United Kingdom;1;11
16801;99.7;United Kingdom;3;201
16803;26.44;United Kingdom;1;65
16804;100.1;United Kingdom;2;23
16805;33.99;United Kingdom;2;173
16806;147.89;United Kingdom;4;103
16807;197.94;United Kingdom;3;142
16808;16.84;United Kingdom;1;274
16809;99.31;United Kingdom;5;23
16810;30.1;United Kingdom;1;192
16811;14.85;United Kingdom;1;17
16812;18.6;United Kingdom;1;360
16813;162.11;United Kingdom;10;8
16814;1004.14;United Kingdom;15;14
16816;20.3;United Kingdom;2;149
16817;224.98;United Kingdom;10;2
16818;297.41;United Kingdom;9;10
16820;10.2;United Kingdom;1;95
16823;3.3;United Kingdom;1;227
16824;60.3;United Kingdom;2;15
16825;105.6;United Kingdom;1;38
16826;77.1;United Kingdom;1;51
16828;30.3;United Kingdom;2;93
16829;19.92;United Kingdom;1;156
16830;10.5;United Kingdom;1;38
16833;109;United Kingdom;2;1
16834;60.6;United Kingdom;1;227
16837;225.85;United Kingdom;7;31
16838;27.6;United Kingdom;1;197
16839;1639.64;United Kingdom;21;8
16841;188.76;United Kingdom;6;36
16842;116.99;United Kingdom;3;64
16843;1255.38;United Kingdom;13;42
16846;15;United Kingdom;1;50
16847;59.54;United Kingdom;1;43
16848;10.2;United Kingdom;1;52
16849;25.5;United Kingdom;1;186
16850;10.08;United Kingdom;1;333
16851;56.22;United Kingdom;2;4
16852;32.7;United Kingdom;2;10
16855;36.4;United Kingdom;1;23
16858;23.85;United Kingdom;1;368
16859;74.11;United Kingdom;3;106
16863;51.41;United Kingdom;3;31
16869;59.16;United Kingdom;4;22
16871;271.83;United Kingdom;5;22
16872;159;United Kingdom;1;184
16873;811.74;United Kingdom;9;4
16875;329.59;United Kingdom;6;64
16877;66.25;United Kingdom;6;12
16880;205.52;United Kingdom;5;30
16882;86.56;United Kingdom;3;66
16883;5.9;United Kingdom;1;371
16884;7.5;United Kingdom;1;37
16885;43.32;United Kingdom;3;15
16887;5.05;United Kingdom;1;35
16889;168.3;United Kingdom;3;194
16891;88.22;United Kingdom;4;36
16892;28.7;United Kingdom;5;1
16893;2.9;United Kingdom;1;366
16895;44.47;United Kingdom;1;64
16897;21.18;United Kingdom;3;299
16898;56.67;United Kingdom;3;26
16899;117.03;United Kingdom;6;7
16900;102.19;United Kingdom;3;11
16902;30;United Kingdom;1;116
16903;22.03;United Kingdom;1;29
16904;449.53;United Kingdom;14;4
16905;320.81;United Kingdom;6;5
16906;62.63;United Kingdom;4;81
16907;67.82;United Kingdom;5;29
16909;25.5;United Kingdom;1;72
16910;171.37;United Kingdom;8;4
16912;219.08;United Kingdom;7;67
16913;1.25;United Kingdom;1;290
16914;69.3;United Kingdom;1;36
16915;17.91;United Kingdom;2;44
16916;56.79;United Kingdom;2;23
16917;15.6;United Kingdom;1;276
16918;143.56;United Kingdom;4;63
16919;205.84;United Kingdom;10;156
16921;12.72;United Kingdom;1;61
16923;532.27;United Kingdom;17;12
16924;115.7;United Kingdom;3;21
16926;54.85;United Kingdom;1;371
16927;67.5;United Kingdom;1;276
16928;426.75;United Kingdom;11;80
16929;118.17;United Kingdom;5;3
16930;47.16;United Kingdom;2;26
16931;398.2;United Kingdom;19;5
16932;16.63;United Kingdom;1;53
16933;22.7;United Kingdom;3;1
16934;109.76;United Kingdom;2;54
16936;44.82;United Kingdom;1;25
16938;1044.48;United Kingdom;2;8
16940;261.24;United Kingdom;3;52
16942;152.46;United Kingdom;9;12
16943;15.3;United Kingdom;1;318
16945;498.65;United Kingdom;13;21
16947;27.04;United Kingdom;1;235
16948;15.6;United Kingdom;1;325
16949;23.35;United Kingdom;2;3
16950;76.64;United Kingdom;2;56
16951;48.6;United Kingdom;3;134
16952;34.85;United Kingdom;2;109
16953;20.8;United Kingdom;1;30
16954;339.15;United Kingdom;5;7
16955;20;United Kingdom;1;184
16956;46.6;United Kingdom;1;17
16957;23.8;United Kingdom;1;239
16959;13.05;United Kingdom;1;87
16960;90.37;United Kingdom;3;38
16961;15;United Kingdom;1;116
16963;32.7;United Kingdom;1;187
16965;4.06;United Kingdom;1;226
16966;150;United Kingdom;1;8
16967;47.52;United Kingdom;1;189
16968;66.18;United Kingdom;2;4
16969;120.95;United Kingdom;2;39
16971;11.2;United Kingdom;1;38
16978;36.94;United Kingdom;1;77
16979;242.8;United Kingdom;5;3
16980;95.15;United Kingdom;2;255
16982;17.34;United Kingdom;1;60
16983;105.48;United Kingdom;4;12
16984;243.65;United Kingdom;3;78
16985;807.4;United Kingdom;8;17
16987;111.06;United Kingdom;5;3
16989;130;United Kingdom;1;150
16992;129.69;United Kingdom;5;10
16996;260.85;United Kingdom;4;30
16997;97.5;United Kingdom;1;325
16998;189.6;United Kingdom;1;204
16999;51.54;United Kingdom;1;74
17001;404.15;United Kingdom;9;0
17002;191;United Kingdom;3;85
17004;54.93;United Kingdom;2;46
17006;124.95;United Kingdom;3;4
17007;99.24;United Kingdom;3;50
17010;57.66;United Kingdom;1;18
17014;90.14;United Kingdom;3;8
17015;151.85;United Kingdom;3;28
17017;901.32;United Kingdom;15;2
17018;142.5;United Kingdom;2;40
17019;152.35;United Kingdom;4;11
17022;20.8;United Kingdom;1;31
17025;46.8;United Kingdom;1;60
17026;131.88;United Kingdom;2;185
17027;142.55;United Kingdom;4;78
17030;28.9;United Kingdom;1;63
17031;16.5;United Kingdom;1;154
17033;40.8;United Kingdom;1;359
17034;24.84;United Kingdom;2;16
17035;63.82;United Kingdom;2;245
17037;46.79;United Kingdom;2;78
17038;5;United Kingdom;1;30
17040;38.42;United Kingdom;1;137
17041;181.05;United Kingdom;3;26
17042;153.64;United Kingdom;4;121
17043;163.78;United Kingdom;4;32
17044;85.81;United Kingdom;2;8
17045;51.55;United Kingdom;2;113
17046;122.52;United Kingdom;1;157
17047;95.26;United Kingdom;3;85
17048;74.86;United Kingdom;2;282
17049;566.47;United Kingdom;9;2
17050;394.67;United Kingdom;6;96
17051;31.7;United Kingdom;1;194
17052;141.97;United Kingdom;1;28
17053;76.38;United Kingdom;1;130
17054;185.04;United Kingdom;5;28
17058;243.5;United Kingdom;3;81
17059;222.61;United Kingdom;5;29
17061;843.5;United Kingdom;6;73
17062;30.6;United Kingdom;3;313
17063;155.58;United Kingdom;6;21
17064;122.4;United Kingdom;3;58
17068;435.55;United Kingdom;15;49
17069;232.31;United Kingdom;6;28
17070;8.35;United Kingdom;1;114
17071;368.83;United Kingdom;8;28
17073;159.95;United Kingdom;4;17
17075;104.43;United Kingdom;5;17
17076;76.2;United Kingdom;1;36
17078;26.69;United Kingdom;1;36
17081;7.4;United Kingdom;2;25
17082;143.47;United Kingdom;2;33
17083;94.42;United Kingdom;3;109
17084;391.24;United Kingdom;2;35
17085;221.01;United Kingdom;6;123
17086;391.98;United Kingdom;5;7
17088;208.85;United Kingdom;4;28
17090;313.02;United Kingdom;3;4
17091;600.42;United Kingdom;7;2
17092;144.71;United Kingdom;2;50
17094;8.5;United Kingdom;1;322
17095;146.6;United Kingdom;3;22
17096;105.36;United Kingdom;4;9
17097;174.68;Other;7;2
17100;155.16;United Kingdom;1;18
17101;198.45;United Kingdom;3;29
17105;49.97;United Kingdom;2;159
17107;882.64;United Kingdom;5;33
17109;148.02;United Kingdom;5;29
17110;46.45;United Kingdom;1;165
17114;24.3;United Kingdom;5;5
17115;78.65;United Kingdom;3;182
17117;22.7;United Kingdom;1;288
17118;23.46;United Kingdom;1;317
17119;68.1;United Kingdom;3;3
17120;16.5;United Kingdom;1;233
17122;31.22;United Kingdom;1;119
17123;30.6;United Kingdom;1;161
17124;14.55;United Kingdom;1;185
17125;16.55;United Kingdom;1;50
17126;80.87;United Kingdom;5;152
17128;35.04;United Kingdom;1;334
17131;241.15;United Kingdom;3;5
17133;1888.1;United Kingdom;4;15
17134;45.45;United Kingdom;1;264
17135;135.94;United Kingdom;3;52
17138;22.55;United Kingdom;1;275
17139;1189.54;United Kingdom;14;15
17140;37.95;United Kingdom;1;247
17144;81;United Kingdom;2;1
17146;48;United Kingdom;2;263
17147;103.99;United Kingdom;5;22
17148;25;United Kingdom;1;51
17152;624.05;United Kingdom;2;194
17153;12.5;United Kingdom;1;24
17154;67.56;United Kingdom;1;75
17155;92.7;United Kingdom;2;17
17157;80.3;United Kingdom;3;7
17158;109.95;United Kingdom;3;32
17159;138.94;United Kingdom;3;21
17160;327.16;United Kingdom;6;31
17162;132.09;United Kingdom;7;131
17164;186.65;United Kingdom;6;32
17165;45;United Kingdom;1;284
17169;143.11;United Kingdom;4;50
17171;5.04;United Kingdom;1;289
17172;14.22;United Kingdom;2;74
17173;655.78;United Kingdom;6;5
17174;20.9;United Kingdom;1;217
17175;205.9;United Kingdom;3;44
17176;27;United Kingdom;1;201
17179;29.13;United Kingdom;2;178
17180;133.91;United Kingdom;5;56
17181;5.4;United Kingdom;1;57
17183;215.94;United Kingdom;4;7
17187;20.4;United Kingdom;1;226
17188;322.76;United Kingdom;6;11
17189;93.74;United Kingdom;2;106
17190;5.01;United Kingdom;1;58
17191;276.32;United Kingdom;7;28
17193;335.52;United Kingdom;6;38
17194;13.37;United Kingdom;2;273
17197;233.7;United Kingdom;1;29
17198;90.09;United Kingdom;3;23
17201;60.63;United Kingdom;1;53
17203;323.99;United Kingdom;5;35
17204;81.9;United Kingdom;5;175
17206;49.68;United Kingdom;1;53
17211;287.7;United Kingdom;8;26
17212;117.3;United Kingdom;1;253
17213;463.2;United Kingdom;9;40
17214;191.55;United Kingdom;6;60
17217;7.5;United Kingdom;1;234
17218;229.21;United Kingdom;8;11
17219;27.6;United Kingdom;1;31
17220;444.33;United Kingdom;12;24
17221;18.77;United Kingdom;2;7
17222;50.55;United Kingdom;1;65
17223;16.5;United Kingdom;2;310
17226;114.99;United Kingdom;1;308
17227;110.45;United Kingdom;2;18
17228;210.09;United Kingdom;7;15
17229;12.59;United Kingdom;2;96
17230;562;United Kingdom;5;264
17231;357.76;United Kingdom;11;12
17232;43;United Kingdom;2;2
17233;12.6;United Kingdom;1;35
17234;35.85;United Kingdom;1;182
17235;41.48;United Kingdom;2;25
17236;74.93;United Kingdom;5;12
17237;20.8;United Kingdom;1;22
17238;404.08;United Kingdom;16;2
17239;6.6;United Kingdom;1;312
17242;66.3;United Kingdom;2;108
17243;1224.3;United Kingdom;23;1
17244;148.95;United Kingdom;1;53
17247;38.15;United Kingdom;1;15
17248;46.68;United Kingdom;1;120
17250;25.5;United Kingdom;1;3
17251;27.65;United Kingdom;1;362
17252;17.2;United Kingdom;1;186
17253;35.75;United Kingdom;1;18
17254;52.89;United Kingdom;2;4
17255;62.71;United Kingdom;2;40
17256;124.65;United Kingdom;2;107
17259;89.28;United Kingdom;2;148
